employee_id,attrition_flag,predicted_prob,risk_band,job_role,department,tenure_months,performance_rating,engagement_score,manager_support_score,growth_opportunity_score,training_hours,training_count
909,0,0.1173633605551645,Low,Human Resources,Human Resources,60,3,4,3,4,4,2
910,0,0.14534007671441324,Low,Human Resources,Human Resources,48,3,2,3,4,8,4
911,1,0.30460679021021325,Low,Laboratory Technician,Research & Development,12,4,4,3,1,4,2
912,0,0.18557874345795708,Low,Laboratory Technician,Research & Development,48,3,4,3,1,10,5
913,0,0.2912815485623193,Low,Research Scientist,Research & Development,96,3,1,4,2,0,0
916,0,0.20910503120854793,Low,Sales Executive,Sales,48,3,4,2,1,6,3
918,1,0.12791962506997281,Low,Laboratory Technician,Research & Development,12,3,4,4,4,6,3
920,0,0.1695106116544419,Low,Manufacturing Director,Research & Development,12,4,2,3,1,4,2
922,1,0.31465075226968314,Low,Sales Representative,Sales,24,3,3,4,3,6,3
923,1,0.10880461470280534,Low,Research Scientist,Research & Development,12,3,4,1,4,6,3
924,0,0.05349966238020386,Low,Healthcare Representative,Research & Development,192,3,4,1,3,4,2
925,0,0.26183730048260584,Low,Sales Representative,Sales,36,3,4,1,4,6,3
926,1,0.10243071720990578,Low,Manufacturing Director,Research & Development,36,3,3,1,2,6,3
927,1,0.23113589708887247,Low,Laboratory Technician,Research & Development,84,3,4,3,2,2,1
930,0,0.17596367339283503,Low,Research Scientist,Research & Development,24,3,3,2,3,4,2
932,1,0.2717369603726998,Low,Laboratory Technician,Research & Development,24,4,1,4,4,4,2
933,0,0.20831145395815487,Low,Research Scientist,Research & Development,12,3,3,3,2,4,2
934,0,0.3529698384824361,Medium,Laboratory Technician,Research & Development,12,3,2,2,2,6,3
936,0,0.11313508806459813,Low,Sales Executive,Sales,60,3,3,1,3,12,6
939,0,0.2944993637187655,Low,Research Scientist,Research & Development,36,3,1,2,3,2,1
940,0,0.08629117657962873,Low,Healthcare Representative,Research & Development,72,3,2,4,3,6,3
941,0,0.41396768538993484,Medium,Sales Representative,Sales,84,3,3,2,2,4,2
942,0,0.03902471329745958,Low,Healthcare Representative,Research & Development,120,4,4,4,4,4,2
944,0,0.1629722958986789,Low,Laboratory Technician,Research & Development,312,3,2,3,1,6,3
945,0,0.16662044523662878,Low,Research Scientist,Research & Development,0,3,3,1,4,4,2
947,0,0.10298510082134922,Low,Sales Executive,Sales,108,3,3,4,4,4,2
949,0,0.07319562870915662,Low,Research Scientist,Research & Development,72,3,4,3,2,12,6
950,0,0.028269995379903917,Low,Research Director,Research & Development,180,3,1,2,4,6,3
951,0,0.2507319290119079,Low,Laboratory Technician,Research & Development,36,4,2,3,3,6,3
952,1,0.4567031592585106,Medium,Sales Representative,Sales,12,3,2,3,3,4,2
954,0,0.38475917677058497,Medium,Sales Executive,Sales,12,3,2,2,1,4,2
956,0,0.2633834431870345,Low,Sales Executive,Sales,84,3,1,2,3,4,2
957,0,0.14174197370189492,Low,Laboratory Technician,Research & Development,216,3,1,3,4,6,3
958,0,0.09381212169354904,Low,Laboratory Technician,Research & Development,132,4,3,3,3,12,6
959,1,0.37566916113805593,Medium,Sales Representative,Sales,12,3,2,2,4,6,3
960,1,0.5280512626094231,Medium,Laboratory Technician,Research & Development,12,3,1,2,1,4,2
961,0,0.04584943642005842,Low,Healthcare Representative,Research & Development,108,3,4,3,4,4,2
964,0,0.15188935601251044,Low,Research Scientist,Research & Development,12,3,2,4,4,4,2
966,0,0.1009437693682101,Low,Manufacturing Director,Research & Development,96,3,1,3,3,4,2
967,1,0.05438680200227595,Low,Sales Executive,Sales,192,3,4,1,3,12,6
969,0,0.09540761667987202,Low,Healthcare Representative,Research & Development,60,3,4,1,2,6,3
970,1,0.18649994158147698,Low,Sales Executive,Sales,168,3,3,3,1,4,2
972,0,0.16708646803159025,Low,Laboratory Technician,Research & Development,108,3,2,2,3,10,5
974,0,0.22763754038273776,Low,Sales Representative,Sales,36,3,4,2,3,10,5
975,0,0.16095949595990203,Low,Sales Executive,Sales,60,3,3,2,3,6,3
976,0,0.03742130428529436,Low,Manager,Research & Development,108,3,4,2,4,4,2
977,1,0.11785857126278322,Low,Research Scientist,Research & Development,12,4,3,1,4,8,4
981,0,0.033300874095051995,Low,Manager,Sales,204,3,3,3,3,6,3
982,0,0.18104709295893645,Low,Sales Executive,Sales,96,3,3,1,3,4,2
983,0,0.17120925843982163,Low,Sales Executive,Sales,60,3,4,2,3,2,1
984,0,0.094377739520464,Low,Sales Executive,Sales,120,3,4,2,4,4,2
985,0,0.18667186635159164,Low,Sales Executive,Sales,96,3,3,4,1,6,3
986,1,0.2758074167245117,Low,Sales Executive,Sales,12,3,2,4,2,4,2
987,0,0.031402348838586565,Low,Manufacturing Director,Research & Development,228,3,3,3,3,6,3
990,0,0.15492217425757893,Low,Sales Executive,Sales,84,3,4,4,1,6,3
991,1,0.35483367391064596,Medium,Research Scientist,Research & Development,36,4,1,1,3,0,0
992,0,0.037475944326913826,Low,Manager,Sales,120,3,3,4,4,4,2
994,1,0.13981100015636838,Low,Research Scientist,Research & Development,0,4,1,3,4,10,5
995,0,0.13871257049558644,Low,Research Scientist,Research & Development,36,3,4,1,2,8,4
996,0,0.12598848620764175,Low,Laboratory Technician,Research & Development,60,3,4,4,4,4,2
997,0,0.025281269060598983,Low,Research Director,Research & Development,60,4,4,3,4,2,1
998,0,0.13566516055167016,Low,Healthcare Representative,Research & Development,72,3,2,1,3,4,2
999,0,0.037922431240348435,Low,Research Director,Research & Development,216,3,3,2,1,4,2
1001,0,0.3201211953254066,Low,Laboratory Technician,Research & Development,24,3,2,2,3,4,2
1002,0,0.2316914184654344,Low,Laboratory Technician,Research & Development,108,3,1,3,4,4,2
1003,0,0.12144049818334833,Low,Sales Executive,Sales,108,3,4,3,4,0,0
1004,1,0.2420624238910696,Low,Research Scientist,Research & Development,60,3,3,2,1,4,2
1005,0,0.03534809660393151,Low,Manufacturing Director,Research & Development,144,3,3,4,4,4,2
1006,0,0.23191457077004862,Low,Research Scientist,Research & Development,24,3,3,2,3,0,0
1007,0,0.04453632996786742,Low,Manufacturing Director,Research & Development,96,3,3,2,4,6,3
1009,0,0.03245607887991375,Low,Manufacturing Director,Research & Development,48,3,3,2,4,12,6
1010,1,0.2533602748133457,Low,Laboratory Technician,Research & Development,48,4,2,4,3,4,2
1011,0,0.13907988556267906,Low,Manufacturing Director,Research & Development,48,3,1,3,3,2,1
1012,0,0.15822946857657305,Low,Research Scientist,Research & Development,0,3,4,4,2,4,2
1013,0,0.05589010599244718,Low,Manufacturing Director,Research & Development,120,3,3,3,3,4,2
1014,0,0.04755587124609075,Low,Healthcare Representative,Research & Development,192,3,3,3,3,6,3
1015,0,0.050069042870087135,Low,Research Director,Research & Development,96,3,1,3,2,8,4
1016,1,0.247373991436033,Low,Research Scientist,Research & Development,12,3,1,1,4,4,2
1017,1,0.3566992127981689,Medium,Laboratory Technician,Research & Development,36,3,2,1,2,6,3
1018,0,0.04050160692840234,Low,Manufacturing Director,Research & Development,96,3,4,2,4,4,2
1019,0,0.4097507232925394,Medium,Laboratory Technician,Research & Development,48,3,1,1,2,6,3
1022,0,0.2015830440152225,Low,Healthcare Representative,Research & Development,24,3,3,4,1,0,0
1024,0,0.05531194956163981,Low,Healthcare Representative,Research & Development,180,3,3,2,3,6,3
1025,0,0.03558628727275471,Low,Manufacturing Director,Research & Development,24,3,3,2,4,12,6
1026,0,0.016800384340054843,Low,Manufacturing Director,Research & Development,252,3,4,3,4,6,3
1027,0,0.10827008523435892,Low,Manufacturing Director,Research & Development,36,3,4,2,1,4,2
1028,0,0.21136503984389005,Low,Laboratory Technician,Research & Development,36,4,4,1,2,8,4
1030,0,0.22715867166320775,Low,Laboratory Technician,Research & Development,12,3,4,2,1,10,5
1032,0,0.048147079663696205,Low,Manufacturing Director,Research & Development,60,3,4,1,3,8,4
1033,1,0.2557861859857302,Low,Healthcare Representative,Research & Development,12,3,2,1,1,4,2
1034,0,0.07906656481757603,Low,Healthcare Representative,Research & Development,96,3,2,4,3,6,3
1035,0,0.021216948154574228,Low,Research Director,Research & Development,252,4,3,2,2,6,3
1036,0,0.22700364895509087,Low,Sales Executive,Sales,12,3,4,3,2,2,1
1037,1,0.19256306266682427,Low,Sales Executive,Sales,24,3,1,4,2,12,6
1038,1,0.019423930479024465,Low,Manager,Sales,384,3,4,4,1,6,3
1039,0,0.07811531703531524,Low,Sales Executive,Sales,144,3,4,3,4,4,2
1040,0,0.08078060099269688,Low,Sales Executive,Sales,216,3,3,1,4,6,3
1042,1,0.24340817464823142,Low,Laboratory Technician,Research & Development,204,3,1,3,3,2,1
1043,0,0.04397900261856089,Low,Manufacturing Director,Research & Development,252,3,1,3,4,4,2
1044,0,0.3532252498306728,Medium,Sales Representative,Sales,24,3,4,4,2,4,2
1045,0,0.02675848099792021,Low,Manager,Sales,108,3,4,2,4,8,4
1046,0,0.17018950069320304,Low,Laboratory Technician,Research & Development,96,3,3,2,4,4,2
1047,0,0.10180699238078568,Low,Sales Executive,Sales,180,3,4,4,2,4,2
1048,0,0.07604725162452285,Low,Manager,Sales,72,3,4,3,2,2,1
1049,0,0.2839343505619554,Low,Human Resources,Human Resources,72,3,2,1,2,6,3
1050,0,0.17214725156170882,Low,Sales Executive,Sales,180,3,2,1,3,4,2
1052,1,0.3530544695324383,Medium,Laboratory Technician,Research & Development,12,3,3,2,1,6,3
1053,1,0.37722766187135326,Medium,Research Scientist,Research & Development,36,3,1,2,1,4,2
1055,0,0.3641015323793483,Medium,Sales Representative,Sales,12,3,3,4,3,4,2
1056,0,0.2966271186090601,Low,Sales Representative,Sales,12,4,2,2,4,10,5
1060,0,0.19273540742973877,Low,Research Scientist,Research & Development,24,3,3,1,3,4,2
1061,0,0.037221197284104175,Low,Research Director,Research & Development,96,3,3,4,2,4,2
1062,0,0.0995342269452534,Low,Healthcare Representative,Research & Development,48,3,2,1,4,6,3
1066,0,0.23118019824959618,Low,Sales Executive,Sales,84,3,1,2,3,6,3
1068,0,0.14521718443006795,Low,Research Scientist,Research & Development,60,3,3,3,1,10,5
1069,0,0.03111420591366512,Low,Research Director,Research & Development,24,3,4,4,4,0,0
1070,0,0.11764374433091619,Low,Sales Executive,Sales,108,3,3,2,3,8,4
1071,0,0.18425058090012608,Low,Research Scientist,Research & Development,60,3,3,2,1,8,4
1073,0,0.03073880656675928,Low,Manufacturing Director,Research & Development,168,3,4,2,4,4,2
1074,0,0.0886131377744454,Low,Manager,Research & Development,108,3,1,2,3,6,3
1076,0,0.10057344193445349,Low,Sales Executive,Sales,12,3,4,3,3,10,5
1077,1,0.24966715301657638,Low,Sales Representative,Sales,24,3,4,2,4,6,3
1079,1,0.2661226310511513,Low,Laboratory Technician,Research & Development,12,3,1,1,3,12,6
1080,0,0.13745985715955725,Low,Research Scientist,Research & Development,192,4,1,1,4,4,2
1081,1,0.18372789524733676,Low,Research Scientist,Research & Development,120,3,3,3,1,4,2
1082,1,0.1828336633430749,Low,Healthcare Representative,Research & Development,120,3,1,1,2,4,2
1083,0,0.5083244071187334,Medium,Laboratory Technician,Research & Development,60,3,1,1,1,4,2
1084,0,0.1280550203465317,Low,Manufacturing Director,Research & Development,72,3,1,3,3,2,1
1085,0,0.1259508191768105,Low,Research Scientist,Research & Development,120,3,3,3,2,6,3
1088,0,0.04351786106102601,Low,Healthcare Representative,Research & Development,228,3,3,1,3,8,4
1092,0,0.04204869816912615,Low,Healthcare Representative,Research & Development,132,4,4,4,1,12,6
1094,0,0.25023429226401894,Low,Laboratory Technician,Research & Development,36,3,3,4,1,8,4
1096,0,0.06131639058195726,Low,Manufacturing Director,Research & Development,36,3,2,2,4,8,4
1097,0,0.08321166097450362,Low,Research Scientist,Research & Development,96,3,3,4,3,8,4
1098,1,0.21278039075742947,Low,Human Resources,Human Resources,240,3,1,4,2,2,1
1099,0,0.06011380096000645,Low,Healthcare Representative,Research & Development,36,3,4,3,4,4,2
1100,1,0.22334224354240445,Low,Sales Executive,Sales,96,4,1,1,4,4,2
1101,1,0.13260755880350727,Low,Research Scientist,Research & Development,156,4,3,2,1,8,4
1102,0,0.21111421953601175,Low,Laboratory Technician,Research & Development,48,3,3,4,1,10,5
1103,0,0.12999143548598374,Low,Healthcare Representative,Research & Development,72,3,4,3,1,2,1
1105,0,0.07844824656817764,Low,Sales Executive,Sales,12,3,4,3,4,10,5
1106,1,0.12108334552619975,Low,Laboratory Technician,Research & Development,84,3,4,2,4,6,3
1107,1,0.4485155022883567,Medium,Laboratory Technician,Research & Development,12,4,3,3,1,0,0
1108,1,0.4040338669155368,Medium,Research Scientist,Research & Development,24,4,2,2,1,0,0
1109,0,0.030882964485546727,Low,Manager,Research & Development,264,3,1,4,4,6,3
1111,1,0.4878890611021142,Medium,Laboratory Technician,Research & Development,12,3,2,1,1,4,2
1113,1,0.11086020611425138,Low,Sales Executive,Sales,0,3,3,4,4,8,4
1114,0,0.15872204828411082,Low,Sales Executive,Sales,36,3,2,3,4,6,3
1115,0,0.12518587852437754,Low,Research Scientist,Research & Development,0,3,4,4,3,4,2
1116,0,0.07362198811994754,Low,Manager,Research & Development,60,4,4,3,1,6,3
1117,0,0.12955195217430537,Low,Sales Executive,Sales,180,3,3,4,2,4,2
1118,0,0.08662566939090285,Low,Healthcare Representative,Research & Development,96,3,2,4,2,8,4
1119,0,0.16508447214959196,Low,Sales Executive,Sales,96,3,3,2,3,4,2
1120,0,0.1444479152375668,Low,Research Scientist,Research & Development,84,4,4,1,3,2,1
1121,0,0.05513965773494505,Low,Manufacturing Director,Research & Development,108,3,2,2,4,6,3
1124,0,0.06320248339282496,Low,Manager,Sales,144,3,3,4,1,6,3
1125,0,0.1979348491960807,Low,Sales Executive,Sales,12,3,2,3,4,4,2
1126,0,0.11778453042220582,Low,Manufacturing Director,Research & Development,96,3,1,3,3,2,1
1127,1,0.04293744282745279,Low,Healthcare Representative,Research & Development,216,3,4,4,1,8,4
1128,0,0.022692590838638355,Low,Research Director,Research & Development,240,3,3,1,3,4,2
1876,1,0.35004661449636604,Medium,Sales Representative,Sales,12,3,4,3,2,6,3
1131,0,0.08716742782059629,Low,Research Scientist,Research & Development,24,3,2,3,4,12,6
1132,0,0.2674128946910379,Low,Laboratory Technician,Research & Development,60,3,2,3,3,4,2
1135,0,0.2912674438141133,Low,Sales Representative,Sales,24,3,4,1,3,8,4
1136,0,0.3192063606277044,Low,Research Scientist,Research & Development,60,3,2,1,1,4,2
1137,0,0.08170191099970533,Low,Sales Executive,Sales,60,3,4,4,4,6,3
1138,0,0.13680277355467557,Low,Sales Executive,Sales,108,3,2,2,4,6,3
1140,0,0.04518223537234656,Low,Manufacturing Director,Research & Development,36,3,3,4,4,6,3
1143,0,0.11859551304964819,Low,Research Scientist,Research & Development,84,3,2,4,4,4,2
1148,0,0.2613108282212592,Low,Laboratory Technician,Research & Development,12,3,4,1,2,6,3
1150,0,0.055909661671565775,Low,Manufacturing Director,Research & Development,120,3,4,3,2,4,2
1152,0,0.1571716162615568,Low,Human Resources,Human Resources,84,3,3,4,3,4,2
1154,0,0.1400588464178591,Low,Research Scientist,Research & Development,36,3,3,4,3,4,2
1156,1,0.308512125417723,Low,Laboratory Technician,Research & Development,0,3,3,4,3,0,0
1157,1,0.38954125682616086,Medium,Sales Executive,Sales,60,3,1,1,1,6,3
1158,0,0.22928211833662457,Low,Laboratory Technician,Research & Development,12,3,4,1,2,8,4
1160,1,0.16019114304037918,Low,Laboratory Technician,Research & Development,24,3,3,3,3,10,5
1161,0,0.06787884779256678,Low,Healthcare Representative,Research & Development,72,3,4,3,3,4,2
1162,0,0.15746666361995781,Low,Research Scientist,Research & Development,48,3,3,3,4,0,0
1163,0,0.21024605924332873,Low,Sales Executive,Sales,72,4,3,1,2,6,3
1164,0,0.20409337500408586,Low,Human Resources,Human Resources,60,3,3,2,3,4,2
1165,1,0.17459112597551285,Low,Sales Executive,Sales,132,3,1,1,4,6,3
1166,0,0.022072363766862165,Low,Research Director,Research & Development,216,3,3,3,2,6,3
1167,1,0.1550345075688902,Low,Sales Executive,Sales,252,3,1,2,3,4,2
1171,0,0.24890521866923676,Low,Sales Executive,Sales,72,3,1,4,2,6,3
1172,0,0.17018950069320304,Low,Laboratory Technician,Research & Development,96,3,3,2,4,4,2
1173,0,0.20529534063837232,Low,Laboratory Technician,Research & Development,48,4,2,4,4,4,2
1175,1,0.1394421047809117,Low,Laboratory Technician,Research & Development,12,3,4,4,3,8,4
1177,0,0.25971552849157314,Low,Laboratory Technician,Research & Development,96,4,4,2,1,4,2
1179,0,0.1445768507584132,Low,Sales Executive,Sales,120,3,3,1,3,6,3
1180,0,0.10293128047257687,Low,Research Scientist,Research & Development,12,3,4,4,3,6,3
1182,0,0.09113110677216431,Low,Manufacturing Director,Research & Development,84,3,2,2,3,4,2
1184,0,0.06970811555365483,Low,Healthcare Representative,Research & Development,156,4,1,3,4,6,3
1185,0,0.1721129621859472,Low,Laboratory Technician,Research & Development,24,3,4,2,4,4,2
1188,1,0.2921952891744093,Low,Sales Executive,Sales,48,3,3,2,1,4,2
1190,0,0.4813974175491458,Medium,Sales Representative,Sales,12,3,1,3,3,6,3
1191,0,0.0785063074879712,Low,Manager,Research & Development,60,3,1,4,4,4,2
1192,0,0.1400974761943778,Low,Laboratory Technician,Research & Development,120,3,4,1,2,10,5
1193,0,0.19488681004215613,Low,Research Scientist,Research & Development,12,4,1,3,3,8,4
1195,0,0.23908615501551836,Low,Research Scientist,Research & Development,36,3,3,3,1,4,2
1196,0,0.03073880656675928,Low,Manufacturing Director,Research & Development,168,3,4,2,4,4,2
1198,0,0.40890597605911305,Medium,Laboratory Technician,Research & Development,24,3,3,1,1,4,2
1200,1,0.10041949377061214,Low,Research Scientist,Research & Development,72,3,3,3,3,8,4
1201,0,0.027318493765501193,Low,Manager,Research & Development,84,3,3,2,4,12,6
1202,0,0.1715143972755724,Low,Research Scientist,Research & Development,60,3,4,1,2,4,2
1203,1,0.09616235522987379,Low,Research Scientist,Research & Development,0,3,4,2,3,10,5
1204,0,0.053907199130092814,Low,Manager,Sales,312,4,1,1,3,4,2
1206,0,0.10738020309109793,Low,Research Scientist,Research & Development,0,3,3,4,4,6,3
1207,0,0.21225913071683059,Low,Human Resources,Human Resources,60,3,3,4,2,4,2
1210,1,0.42692329602593554,Medium,Research Scientist,Research & Development,12,3,1,1,1,4,2
1211,0,0.23680195925183845,Low,Sales Executive,Sales,48,3,1,3,3,6,3
1212,0,0.28542718241342385,Low,Sales Executive,Sales,0,3,2,4,2,4,2
1215,0,0.08390147916894669,Low,Manager,Research & Development,24,4,1,3,4,6,3
1216,0,0.2581099399160452,Low,Laboratory Technician,Research & Development,72,3,1,3,4,4,2
1217,0,0.047397477323588025,Low,Research Director,Research & Development,48,3,2,1,4,4,2
1218,0,0.22241217904293942,Low,Sales Executive,Sales,84,3,1,4,3,4,2
1219,1,0.2611678018075355,Low,Laboratory Technician,Research & Development,12,3,2,1,4,6,3
1220,0,0.1816758581856472,Low,Sales Executive,Sales,120,3,3,1,2,6,3
1221,0,0.1516283074710719,Low,Laboratory Technician,Research & Development,84,3,3,3,3,8,4
1224,0,0.16224086614740235,Low,Laboratory Technician,Research & Development,120,3,3,1,3,8,4
1225,0,0.04192183301151404,Low,Research Scientist,Research & Development,240,4,4,2,4,6,3
1226,0,0.2936664934877374,Low,Sales Representative,Sales,24,3,4,4,3,4,2
1228,0,0.03374608140633142,Low,Manufacturing Director,Research & Development,72,3,4,3,4,6,3
1231,0,0.2492087208307368,Low,Human Resources,Human Resources,48,3,1,1,4,6,3
1233,0,0.12601360852073867,Low,Sales Executive,Sales,132,3,4,2,2,6,3
1234,0,0.2944531321493484,Low,Laboratory Technician,Research & Development,24,4,2,3,3,4,2
1235,0,0.08900583097302305,Low,Research Scientist,Research & Development,96,3,3,4,4,4,2
1237,0,0.1045032872373461,Low,Manufacturing Director,Research & Development,84,4,1,3,3,4,2
1238,0,0.08609289573533024,Low,Research Scientist,Research & Development,168,3,4,2,1,10,5
1239,0,0.2823624857887755,Low,Sales Executive,Sales,60,3,2,2,2,4,2
1240,0,0.11415019323626162,Low,Sales Executive,Sales,48,3,4,2,3,8,4
1241,0,0.1334668578787558,Low,Research Scientist,Research & Development,132,4,2,1,4,4,2
1242,0,0.06398126672852524,Low,Research Director,Research & Development,12,3,1,3,1,12,6
1243,0,0.056022637402083256,Low,Sales Executive,Sales,156,3,4,2,3,12,6
1244,0,0.23439087076079754,Low,Research Scientist,Research & Development,108,3,1,4,1,6,3
1245,0,0.06672529731765428,Low,Manufacturing Director,Research & Development,60,3,3,1,4,4,2
1246,0,0.08356368037561186,Low,Research Scientist,Research & Development,120,3,4,4,1,10,5
1248,1,0.3346041901520767,Medium,Research Scientist,Research & Development,12,4,2,2,1,4,2
1249,0,0.1510388585565345,Low,Research Scientist,Research & Development,36,3,4,1,1,10,5
1250,0,0.02122071951987421,Low,Research Director,Research & Development,120,3,4,1,4,4,2
1251,0,0.12850952239419808,Low,Healthcare Representative,Research & Development,72,3,1,4,3,4,2
1252,0,0.13220286604588205,Low,Healthcare Representative,Research & Development,120,3,1,2,3,4,2
1254,0,0.11700033860080669,Low,Sales Executive,Sales,72,3,4,4,3,4,2
1255,0,0.02725544295243026,Low,Research Director,Research & Development,96,3,4,2,3,4,2
1256,0,0.13157602473334168,Low,Manager,Research & Development,12,3,3,3,1,4,2
1257,0,0.14038817630098768,Low,Research Scientist,Research & Development,132,3,2,3,3,4,2
1258,0,0.1921161746342553,Low,Laboratory Technician,Research & Development,12,3,2,3,4,8,4
1259,0,0.2420624238910696,Low,Research Scientist,Research & Development,60,3,3,2,1,4,2
1260,0,0.07528988701753375,Low,Healthcare Representative,Research & Development,72,3,4,2,3,4,2
1263,0,0.02190633476201406,Low,Research Director,Research & Development,12,3,4,3,4,6,3
1264,0,0.021882076318519034,Low,Research Director,Research & Development,84,3,4,2,4,4,2
1265,0,0.09629418475186308,Low,Research Scientist,Research & Development,12,3,3,4,3,10,5
1267,0,0.032050697135546126,Low,Manager,Sales,264,3,2,3,2,10,5
1268,0,0.08804916538740873,Low,Sales Executive,Sales,108,3,3,4,4,6,3
1269,0,0.15198484775882487,Low,Research Scientist,Research & Development,12,3,4,4,2,4,2
1270,0,0.11906928205465199,Low,Research Scientist,Research & Development,12,4,3,4,4,4,2
1273,1,0.23570165524835623,Low,Sales Representative,Sales,12,3,4,4,3,8,4
1275,0,0.1080042344709452,Low,Research Scientist,Research & Development,96,4,4,2,3,4,2
1277,1,0.07673150029754786,Low,Manager,Sales,288,3,2,1,1,4,2
1278,0,0.019469173368366132,Low,Healthcare Representative,Research & Development,396,3,2,4,4,6,3
1279,1,0.354176201836557,Medium,Laboratory Technician,Research & Development,24,4,3,3,1,4,2
1280,0,0.051684348722139783,Low,Manager,Sales,132,3,2,3,4,4,2
1281,0,0.22544006647709822,Low,Sales Executive,Sales,36,3,1,4,3,6,3
1282,0,0.01674473823954297,Low,Manager,Sales,348,4,2,1,4,10,5
1283,0,0.015847898576281324,Low,Manufacturing Director,Research & Development,108,3,4,4,4,12,6
1285,0,0.21522254685921854,Low,Laboratory Technician,Research & Development,132,3,2,3,3,4,2
1286,0,0.18164194523299396,Low,Laboratory Technician,Research & Development,48,3,3,3,4,4,2
1288,0,0.029609531447628134,Low,Manager,Research & Development,300,3,1,4,3,8,4
1289,0,0.11208462150629105,Low,Human Resources,Human Resources,120,3,2,4,3,10,5
1291,0,0.12046820328281388,Low,Research Scientist,Research & Development,36,3,3,4,3,6,3
1292,0,0.23606824861460285,Low,Research Scientist,Research & Development,12,3,2,4,2,4,2
1293,0,0.03985068359694687,Low,Sales Executive,Sales,252,3,4,4,4,6,3
1294,0,0.04964121261050084,Low,Manufacturing Director,Research & Development,192,3,2,4,3,4,2
1295,1,0.08498489250365544,Low,Healthcare Representative,Research & Development,120,3,4,4,1,4,2
1296,0,0.1721129621859472,Low,Laboratory Technician,Research & Development,24,3,4,2,4,4,2
1297,0,0.15657480406183014,Low,Laboratory Technician,Research & Development,84,3,3,2,2,12,6
1298,0,0.05191951310475276,Low,Manufacturing Director,Research & Development,96,3,3,3,3,6,3
1299,1,0.2932765989254328,Low,Laboratory Technician,Research & Development,84,3,3,1,2,4,2
1301,0,0.21088750658826866,Low,Research Scientist,Research & Development,36,3,1,2,4,4,2
1303,0,0.12556901079953678,Low,Research Scientist,Research & Development,24,3,2,4,4,6,3
1304,0,0.07968934223717486,Low,Sales Executive,Sales,120,3,4,3,3,8,4
1306,0,0.10017794313405488,Low,Manager,Research & Development,0,4,2,3,2,8,4
1307,0,0.030001618222676003,Low,Manager,Research & Development,228,3,2,4,3,8,4
1308,0,0.19863523648249992,Low,Research Scientist,Research & Development,24,3,3,4,1,6,3
1309,1,0.1491610044584734,Low,Laboratory Technician,Research & Development,120,3,3,1,4,6,3
1310,1,0.2629789188964663,Low,Research Scientist,Research & Development,60,3,1,1,3,4,2
1311,0,0.1587876959414717,Low,Laboratory Technician,Research & Development,108,3,4,1,1,12,6
1312,0,0.10927651360190492,Low,Healthcare Representative,Research & Development,84,3,3,1,4,0,0
1314,0,0.18709249174637269,Low,Human Resources,Human Resources,84,3,1,3,4,6,3
1315,0,0.0986089393466157,Low,Laboratory Technician,Research & Development,108,3,4,1,3,12,6
1317,0,0.05774735097395504,Low,Research Director,Research & Development,36,3,1,2,4,4,2
1318,1,0.16940105439787842,Low,Sales Executive,Sales,60,3,2,3,4,4,2
1319,1,0.23373386606052607,Low,Sales Executive,Sales,96,3,2,3,2,4,2
1321,0,0.10745771748285532,Low,Manager,Research & Development,108,4,1,4,2,4,2
1322,0,0.06564202906783552,Low,Manufacturing Director,Research & Development,96,3,3,1,1,12,6
1324,0,0.08340627043927747,Low,Sales Executive,Sales,120,3,3,1,4,10,5
1329,0,0.10836841295450976,Low,Sales Executive,Sales,228,3,2,1,3,8,4
1331,1,0.42104666888968045,Medium,Sales Representative,Sales,36,3,2,1,4,4,2
1333,1,0.3915029317637602,Medium,Laboratory Technician,Research & Development,36,3,1,3,1,8,4
1334,0,0.02601108503253678,Low,Manager,Research & Development,240,3,3,4,3,6,3
1336,0,0.014856111539637572,Low,Manager,Research & Development,228,3,3,4,4,10,5
1338,0,0.05509092523353968,Low,Manager,Human Resources,84,3,2,1,4,8,4
1340,0,0.2153716607348815,Low,Research Scientist,Research & Development,48,3,3,2,3,0,0
1344,0,0.05728866805171065,Low,Healthcare Representative,Research & Development,108,3,4,4,4,0,0
1346,0,0.06863031744440554,Low,Research Scientist,Research & Development,108,3,4,3,3,8,4
1349,0,0.20636497881509044,Low,Sales Executive,Sales,108,3,1,4,3,4,2
1350,0,0.11397809664291067,Low,Research Scientist,Research & Development,108,3,3,2,3,6,3
1352,0,0.027288511578314432,Low,Manager,Human Resources,396,3,2,2,3,4,2
1355,0,0.24010276070364397,Low,Sales Executive,Sales,84,3,1,4,2,6,3
1356,0,0.11032318288246325,Low,Sales Executive,Sales,120,3,1,4,3,12,6
1358,0,0.0814507933184152,Low,Laboratory Technician,Research & Development,36,3,4,3,4,12,6
1360,1,0.11432611996620161,Low,Manufacturing Director,Research & Development,120,3,1,4,3,0,0
1361,0,0.295333717114087,Low,Laboratory Technician,Research & Development,48,4,2,3,2,6,3
1362,0,0.25210530740656484,Low,Sales Executive,Sales,180,3,1,4,1,4,2
1363,0,0.03318253847409608,Low,Manufacturing Director,Research & Development,120,3,4,3,4,4,2
1364,0,0.27824501159429965,Low,Sales Representative,Sales,12,3,4,2,3,8,4
1367,0,0.09078094596122749,Low,Manufacturing Director,Research & Development,60,3,2,2,4,2,1
1368,0,0.10845464789322527,Low,Laboratory Technician,Research & Development,0,3,4,3,4,10,5
